Index,file,DLM_Distribute_lines,DLM_Initialized_vectors,DLM_closest_matching_line,DLM_convolve,Spectral Points,Tgas,Tref,Trot,Tvib,_check_line_databank,_generate_wavenumber_arrays,add_at_used,broadening_max_width,broadening_method,calc_hwhm,calc_line_broadening,calc_lineshift,calc_other_spectral_quan,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,path_length,precompute_DLM_lineshapes,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,reinitialize,reinitialize_1,reinitialize_2,reinitialize_3,reinitialize_4,rot_distribution,scaled_eq_linestrength,self_absorption,spectrum_calc_before_obj,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding
91,20210722_Tvib300K_Trot300K_11.spec,0.019191980361939,1.09672546386719E-05,0.007016897201538,44.1550662517548,2430000,300,296,300,300,0.000339984893799,0.041715621948242,cython,300,fft,0.003538608551025,45.8095514774323,0.000811815261841,0.101618051528931,45.97,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626951537.62825,radis,60000,0,0,0,1,1,CO,CO_2000_26000_60000_fft,simple,hapi,1,1.61895322799683,1000,"{'_check_line_databank': 0.0003399848937988281, 'reinitialize_1': 0.003067493438720703, 'reinitialize_2': 1.0728836059570312e-05, 'reinitialize_3': 0.0016057491302490234, 'reinitialize_4': 3.0994415283203125e-05, 'reinitialize': 0.004720926284790039, 'scaled_eq_linestrength': 0.007241249084472656, 'calc_lineshift': 0.0008118152618408203, 'calc_hwhm': 0.0035386085510253906, '_generate_wavenumber_arrays': 0.04171562194824219, 'precompute_DLM_lineshapes': 1.6189532279968262, 'DLM_Initialized_vectors': 1.0967254638671875e-05, 'DLM_closest_matching_line': 0.007016897201538086, 'DLM_Distribute_lines': 0.019191980361938477, 'DLM_convolve': 44.15506625175476, 'calc_line_broadening': 45.80955147743225, 'calc_other_spectral_quan': 0.10161805152893066, 'spectrum_calc_before_obj': 45.96960377693176}",0,0.9.29,0.00472092628479,0.003067493438721,1.07288360595703E-05,0.001605749130249,3.09944152832031E-05,boltzmann,0.007241249084473,1,45.9696037769318,X,1,652868,boltzmann,6,5,0.01,0.01,26000,26150,2000,1850,cm-1,0.01,2430001
92,20210722_Tvib300K_Trot300K_12.spec,0.019476175308228,1.1444091796875E-05,0.007253646850586,47.1368823051453,2630000,300,296,300,300,0.000389575958252,0.045485973358154,cython,300,fft,0.003592491149902,48.9567952156067,0.000782012939453,0.108338356018066,49.13,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626951621.19486,radis,60000,0,0,0,1,1,CO,CO_2000_28000_60000_fft,simple,hapi,1,1.78211975097656,1000,"{'_check_line_databank': 0.0003895759582519531, 'reinitialize_1': 0.003164052963256836, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0017538070678710938, 'reinitialize_4': 3.0994415283203125e-05, 'reinitialize': 0.004966020584106445, 'scaled_eq_linestrength': 0.007544994354248047, 'calc_lineshift': 0.000782012939453125, 'calc_hwhm': 0.0035924911499023438, '_generate_wavenumber_arrays': 0.0454859733581543, 'precompute_DLM_lineshapes': 1.7821197509765625, 'DLM_Initialized_vectors': 1.1444091796875e-05, 'DLM_closest_matching_line': 0.0072536468505859375, 'DLM_Distribute_lines': 0.01947617530822754, 'DLM_convolve': 47.136882305145264, 'calc_line_broadening': 48.95679521560669, 'calc_other_spectral_quan': 0.1083383560180664, 'spectrum_calc_before_obj': 49.12795972824097}",0,0.9.29,0.004966020584106,0.003164052963257,1.12056732177734E-05,0.001753807067871,3.09944152832031E-05,boltzmann,0.007544994354248,1,49.127959728241,X,1,652868,boltzmann,6,5,0.01,0.01,28000,28150,2000,1850,cm-1,0.01,2630001
93,20210722_Tvib300K_Trot300K_13.spec,0.01926851272583,1.16825103759766E-05,0.007488489151001,53.1384215354919,2830000,300,296,300,300,0.0003502368927,0.048720836639404,cython,300,fft,0.003745555877686,55.0787494182587,0.00104284286499,0.120379447937012,55.27,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626951713.91354,radis,60000,0,0,0,1,1,CO,CO_2000_30000_60000_fft,simple,hapi,1,1.90200018882751,1000,"{'_check_line_databank': 0.0003502368927001953, 'reinitialize_1': 0.0034852027893066406, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0017054080963134766, 'reinitialize_4': 3.218650817871094e-05, 'reinitialize': 0.005240678787231445, 'scaled_eq_linestrength': 0.007115840911865234, 'calc_lineshift': 0.0010428428649902344, 'calc_hwhm': 0.003745555877685547, '_generate_wavenumber_arrays': 0.0487208366394043, 'precompute_DLM_lineshapes': 1.9020001888275146, 'DLM_Initialized_vectors': 1.1682510375976562e-05, 'DLM_closest_matching_line': 0.0074884891510009766, 'DLM_Distribute_lines': 0.019268512725830078, 'DLM_convolve': 53.13842153549194, 'calc_line_broadening': 55.07874941825867, 'calc_other_spectral_quan': 0.12037944793701172, 'spectrum_calc_before_obj': 55.26541185379028}",0,0.9.29,0.005240678787231,0.003485202789307,1.12056732177734E-05,0.001705408096313,3.21865081787109E-05,boltzmann,0.007115840911865,1,55.2654118537903,X,1,652868,boltzmann,6,5,0.01,0.01,30000,30150,2000,1850,cm-1,0.01,2830001
94,20210722_Tvib300K_Trot300K_14.spec,0.021595001220703,1.19209289550781E-05,0.008336782455444,57.2016131877899,3030000,300,296,300,300,0.000351190567017,0.05382251739502,cython,300,fft,0.003983974456787,59.3377859592438,0.000887155532837,0.128703117370606,59.54,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626951813.94421,radis,60000,0,0,0,1,1,CO,CO_2000_32000_60000_fft,simple,hapi,1,2.09497475624084,1000,"{'_check_line_databank': 0.00035119056701660156, 'reinitialize_1': 0.0030355453491210938, 'reinitialize_2': 1.0728836059570312e-05, 'reinitialize_3': 0.0016293525695800781, 'reinitialize_4': 2.9802322387695312e-05, 'reinitialize': 0.004711627960205078, 'scaled_eq_linestrength': 0.007330179214477539, 'calc_lineshift': 0.0008871555328369141, 'calc_hwhm': 0.003983974456787109, '_generate_wavenumber_arrays': 0.05382251739501953, 'precompute_DLM_lineshapes': 2.0949747562408447, 'DLM_Initialized_vectors': 1.1920928955078125e-05, 'DLM_closest_matching_line': 0.008336782455444336, 'DLM_Distribute_lines': 0.021595001220703125, 'DLM_convolve': 57.20161318778992, 'calc_line_broadening': 59.337785959243774, 'calc_other_spectral_quan': 0.12870311737060547, 'spectrum_calc_before_obj': 59.537641286849976}",0,0.9.29,0.004711627960205,0.003035545349121,1.07288360595703E-05,0.00162935256958,2.98023223876953E-05,boltzmann,0.007330179214478,1,59.53764128685,X,1,652868,boltzmann,6,5,0.01,0.01,32000,32150,2000,1850,cm-1,0.01,3030001
95,20210722_Tvib300K_Trot300K_15.spec,0.02038311958313,1.38282775878906E-05,0.008540391921997,88.6734907627106,3230000,300,296,300,300,0.000361442565918,0.057995557785034,cython,300,fft,0.003271579742432,90.9779977798462,0.000795841217041,0.170327186584473,91.22,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626951949.53953,radis,60000,0,0,0,1,1,CO,CO_2000_34000_60000_fft,simple,hapi,1,2.26246309280395,1000,"{'_check_line_databank': 0.00036144256591796875, 'reinitialize_1': 0.003163576126098633, 'reinitialize_2': 1.0967254638671875e-05, 'reinitialize_3': 0.0015969276428222656, 'reinitialize_4': 3.0040740966796875e-05, 'reinitialize': 0.004807233810424805, 'scaled_eq_linestrength': 0.006904125213623047, 'calc_lineshift': 0.0007958412170410156, 'calc_hwhm': 0.0032715797424316406, '_generate_wavenumber_arrays': 0.05799555778503418, 'precompute_DLM_lineshapes': 2.262463092803955, 'DLM_Initialized_vectors': 1.3828277587890625e-05, 'DLM_closest_matching_line': 0.00854039192199707, 'DLM_Distribute_lines': 0.020383119583129883, 'DLM_convolve': 88.67349076271057, 'calc_line_broadening': 90.97799777984619, 'calc_other_spectral_quan': 0.17032718658447266, 'spectrum_calc_before_obj': 91.22253322601318}",0,0.9.29,0.004807233810425,0.003163576126099,1.09672546386719E-05,0.001596927642822,3.00407409667969E-05,boltzmann,0.006904125213623,1,91.2225332260132,X,1,652868,boltzmann,6,5,0.01,0.01,34000,34150,2000,1850,cm-1,0.01,3230001
96,20210722_Tvib300K_Trot300K_16.spec,0.021130323410034,5.24520874023438E-06,0.004018783569336,39.4737160205841,230000,300,296,300,300,0.000368118286133,0.004821538925171,cython,300,voigt,0.010768890380859,39.5478880405426,0.001058578491211,0.024013519287109,39.6,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626952075.27438,radis,60000,0,0,0,1,1,CO,CO_2000_4000_60000_voigt,simple,hapi,1,0.044516801834107,1000,"{'_check_line_databank': 0.0003681182861328125, 'reinitialize_1': 0.004049777984619141, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0018620491027832031, 'reinitialize_4': 3.075599670410156e-05, 'reinitialize': 0.005961418151855469, 'scaled_eq_linestrength': 0.00827646255493164, 'calc_lineshift': 0.0010585784912109375, 'calc_hwhm': 0.010768890380859375, '_generate_wavenumber_arrays': 0.0048215389251708984, 'precompute_DLM_lineshapes': 0.044516801834106445, 'DLM_Initialized_vectors': 5.245208740234375e-06, 'DLM_closest_matching_line': 0.0040187835693359375, 'DLM_Distribute_lines': 0.02113032341003418, 'DLM_convolve': 39.473716020584106, 'calc_line_broadening': 39.5478880405426, 'calc_other_spectral_quan': 0.024013519287109375, 'spectrum_calc_before_obj': 39.60323214530945}",0,0.9.29,0.005961418151855,0.004049777984619,1.12056732177734E-05,0.001862049102783,3.07559967041016E-05,boltzmann,0.008276462554932,1,39.6032321453094,X,1,115755,boltzmann,6,5,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002
97,20210722_Tvib300K_Trot300K_17.spec,0.022419214248657,1.16825103759766E-05,0.00423789024353,76.8786487579346,430000,300,296,300,300,0.000382423400879,0.009976148605347,cython,300,voigt,0.010545015335083,76.9568772315979,0.000847101211548,0.05210542678833,77.04,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626952156.39612,radis,60000,0,0,0,1,1,CO,CO_2000_6000_60000_voigt,simple,hapi,1,0.045668363571167,1000,"{'_check_line_databank': 0.00038242340087890625, 'reinitialize_1': 0.003466367721557617, 'reinitialize_2': 1.1920928955078125e-05, 'reinitialize_3': 0.0017905235290527344, 'reinitialize_4': 3.1948089599609375e-05, 'reinitialize': 0.005307674407958984, 'scaled_eq_linestrength': 0.006626605987548828, 'calc_lineshift': 0.0008471012115478516, 'calc_hwhm': 0.010545015335083008, '_generate_wavenumber_arrays': 0.00997614860534668, 'precompute_DLM_lineshapes': 0.04566836357116699, 'DLM_Initialized_vectors': 1.1682510375976562e-05, 'DLM_closest_matching_line': 0.0042378902435302734, 'DLM_Distribute_lines': 0.022419214248657227, 'DLM_convolve': 76.87864875793457, 'calc_line_broadening': 76.9568772315979, 'calc_other_spectral_quan': 0.05210542678833008, 'spectrum_calc_before_obj': 77.04274272918701}",0,0.9.29,0.005307674407959,0.003466367721558,1.19209289550781E-05,0.001790523529053,3.19480895996094E-05,boltzmann,0.006626605987549,1,77.042742729187,X,1,210572,boltzmann,6,5,0.01,0.01,6000,6150,2000,1850,cm-1,0.01,430001
98,20210722_Tvib300K_Trot300K_18.spec,0.021881103515625,1.16825103759766E-05,0.004723072052002,133.231925487518,630000,300,296,300,300,0.000390768051147,0.012720346450806,cython,300,voigt,0.009980201721191,133.314262866974,0.000784873962402,0.066168069839478,133.42,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626952296.49098,radis,60000,0,0,0,1,1,CO,CO_2000_8000_60000_voigt,simple,hapi,1,0.04946231842041,1000,"{'_check_line_databank': 0.00039076805114746094, 'reinitialize_1': 0.0036034584045410156, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0016355514526367188, 'reinitialize_4': 2.956390380859375e-05, 'reinitialize': 0.005285739898681641, 'scaled_eq_linestrength': 0.006799936294555664, 'calc_lineshift': 0.0007848739624023438, 'calc_hwhm': 0.009980201721191406, '_generate_wavenumber_arrays': 0.012720346450805664, 'precompute_DLM_lineshapes': 0.049462318420410156, 'DLM_Initialized_vectors': 1.1682510375976562e-05, 'DLM_closest_matching_line': 0.004723072052001953, 'DLM_Distribute_lines': 0.021881103515625, 'DLM_convolve': 133.2319254875183, 'calc_line_broadening': 133.31426286697388, 'calc_other_spectral_quan': 0.06616806983947754, 'spectrum_calc_before_obj': 133.41647243499756}",0,0.9.29,0.005285739898682,0.003603458404541,1.12056732177734E-05,0.001635551452637,2.95639038085937E-05,boltzmann,0.006799936294556,1,133.416472434998,X,1,301576,boltzmann,6,5,0.01,0.01,8000,8150,2000,1850,cm-1,0.01,630001
99,20210722_Tvib300K_Trot300K_19.spec,0.021199226379395,1.02519989013672E-05,0.005014419555664,135.667855262756,830000,300,296,300,300,0.000402927398682,0.014508724212647,cython,300,voigt,0.009916305541992,135.745748519897,0.000814437866211,0.090991258621216,135.87,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626952442.4098,radis,60000,0,0,0,1,1,CO,CO_2000_10000_60000_voigt,simple,hapi,1,0.045213222503662,1000,"{'_check_line_databank': 0.0004029273986816406, 'reinitialize_1': 0.0033190250396728516, 'reinitialize_2': 1.1444091796875e-05, 'reinitialize_3': 0.0017004013061523438, 'reinitialize_4': 3.0994415283203125e-05, 'reinitialize': 0.005068778991699219, 'scaled_eq_linestrength': 0.00680851936340332, 'calc_lineshift': 0.0008144378662109375, 'calc_hwhm': 0.009916305541992188, '_generate_wavenumber_arrays': 0.014508724212646484, 'precompute_DLM_lineshapes': 0.04521322250366211, 'DLM_Initialized_vectors': 1.0251998901367188e-05, 'DLM_closest_matching_line': 0.0050144195556640625, 'DLM_Distribute_lines': 0.02119922637939453, 'DLM_convolve': 135.66785526275635, 'calc_line_broadening': 135.74574851989746, 'calc_other_spectral_quan': 0.09099125862121582, 'spectrum_calc_before_obj': 135.87433981895447}",0,0.9.29,0.005068778991699,0.003319025039673,1.1444091796875E-05,0.001700401306152,3.09944152832031E-05,boltzmann,0.006808519363403,1,135.874339818954,X,1,389355,boltzmann,6,5,0.01,0.01,10000,10150,2000,1850,cm-1,0.01,830001
100,20210722_Tvib300K_Trot300K_20.spec,0.021724700927734,1.28746032714844E-05,0.005855321884155,217.435325145721,1030000,300,296,300,300,0.000375270843506,0.021782159805298,cython,300,voigt,0.010713338851929,217.518641471863,0.000949621200562,0.11906886100769,217.68,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626952672.24893,radis,60000,0,0,0,1,1,CO,CO_2000_12000_60000_voigt,simple,hapi,1,0.048393964767456,1000,"{'_check_line_databank': 0.0003752708435058594, 'reinitialize_1': 0.003045797348022461, 'reinitialize_2': 1.1682510375976562e-05, 'reinitialize_3': 0.001691579818725586, 'reinitialize_4': 3.0040740966796875e-05, 'reinitialize': 0.004785060882568359, 'scaled_eq_linestrength': 0.006906747817993164, 'calc_lineshift': 0.0009496212005615234, 'calc_hwhm': 0.010713338851928711, '_generate_wavenumber_arrays': 0.02178215980529785, 'precompute_DLM_lineshapes': 0.048393964767456055, 'DLM_Initialized_vectors': 1.2874603271484375e-05, 'DLM_closest_matching_line': 0.0058553218841552734, 'DLM_Distribute_lines': 0.021724700927734375, 'DLM_convolve': 217.43532514572144, 'calc_line_broadening': 217.5186414718628, 'calc_other_spectral_quan': 0.11906886100769043, 'spectrum_calc_before_obj': 217.68329858779907}",0,0.9.29,0.004785060882568,0.003045797348022,1.16825103759766E-05,0.001691579818726,3.00407409667969E-05,boltzmann,0.006906747817993,1,217.683298587799,X,1,471366,boltzmann,6,5,0.01,0.01,12000,12150,2000,1850,cm-1,0.01,1030001
101,20210721_Tvib300K_Trot300K.spec,0.000115156173706,5.00679016113281E-06,0.000196695327759,0.016331911087036,7000,300,296,300,300,0.000664472579956,0.000357866287231,cython,20,voigt,0.004405736923218,0.018336534500122,0.000542402267456,0.001268625259399,0.03,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626889622.02692,radis,2832,0,0,0,1,1,CO,CO_2000_2050_2832_voigt,simple,hapi,1,0.001547336578369,1000,"{'_check_line_databank': 0.0006644725799560547, 'reinitialize_1': 0.0006806850433349609, 'reinitialize_2': 1.2159347534179688e-05, 'reinitialize_3': 0.001512289047241211, 'reinitialize_4': 5.14984130859375e-05, 'reinitialize': 0.0022661685943603516, 'scaled_eq_linestrength': 0.0058672428131103516, 'calc_lineshift': 0.0005424022674560547, 'calc_hwhm': 0.0044057369232177734, '_generate_wavenumber_arrays': 0.0003578662872314453, 'precompute_DLM_lineshapes': 0.0015473365783691406, 'DLM_Initialized_vectors': 5.0067901611328125e-06, 'DLM_closest_matching_line': 0.00019669532775878906, 'DLM_Distribute_lines': 0.00011515617370605469, 'DLM_convolve': 0.016331911087036133, 'calc_line_broadening': 0.01833653450012207, 'calc_other_spectral_quan': 0.001268625259399414, 'spectrum_calc_before_obj': 0.03382277488708496}",0,0.9.29,0.00226616859436,0.000680685043335,1.21593475341797E-05,0.001512289047241,5.14984130859375E-05,boltzmann,0.00586724281311,1,0.033822774887085,X,1,2832,boltzmann,2,5,0.01,0.01,2050,2060,2000,1990,cm-1,0.01,7002
102,20210721_Tvib300K_Trot300K_1.spec,0.000128030776978,8.82148742675781E-06,0.000223875045776,0.051348924636841,9000,300,296,300,300,0.000348091125488,0.00063943862915,cython,40,voigt,0.005716800689697,0.055051803588867,0.000567197799683,0.000891923904419,0.07,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626889622.24334,radis,2832,0,0,0,1,1,CO,CO_2000_2050_2832_voigt,simple,hapi,1,0.002938508987427,1000,"{'_check_line_databank': 0.00034809112548828125, 'reinitialize_1': 0.0003306865692138672, 'reinitialize_2': 1.1444091796875e-05, 'reinitialize_3': 0.001188039779663086, 'reinitialize_4': 3.62396240234375e-05, 'reinitialize': 0.0015730857849121094, 'scaled_eq_linestrength': 0.004322528839111328, 'calc_lineshift': 0.0005671977996826172, 'calc_hwhm': 0.005716800689697266, '_generate_wavenumber_arrays': 0.0006394386291503906, 'precompute_DLM_lineshapes': 0.002938508987426758, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0002238750457763672, 'DLM_Distribute_lines': 0.00012803077697753906, 'DLM_convolve': 0.05134892463684082, 'calc_line_broadening': 0.05505180358886719, 'calc_other_spectral_quan': 0.0008919239044189453, 'spectrum_calc_before_obj': 0.0691688060760498}",0,0.9.29,0.001573085784912,0.000330686569214,1.1444091796875E-05,0.001188039779663,3.62396240234375E-05,boltzmann,0.004322528839111,1,0.06916880607605,X,1,2832,boltzmann,2,5,0.01,0.01,2050,2070,2000,1980,cm-1,0.01,7002
103,20210721_Tvib300K_Trot300K_2.spec,0.000286340713501,6.67572021484375E-06,0.000252962112427,0.093943119049072,11000,300,296,300,300,0.000399827957153,0.000463962554932,cython,60,voigt,0.004333972930908,0.098160028457642,0.000513553619385,0.001040935516357,0.11,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626889622.50785,radis,2832,0,0,0,1,1,CO,CO_2000_2050_2832_voigt,simple,hapi,1,0.003218173980713,1000,"{'_check_line_databank': 0.0003998279571533203, 'reinitialize_1': 0.0009799003601074219, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0013146400451660156, 'reinitialize_4': 4.029273986816406e-05, 'reinitialize': 0.0023539066314697266, 'scaled_eq_linestrength': 0.0056188106536865234, 'calc_lineshift': 0.0005135536193847656, 'calc_hwhm': 0.004333972930908203, '_generate_wavenumber_arrays': 0.0004639625549316406, 'precompute_DLM_lineshapes': 0.0032181739807128906, 'DLM_Initialized_vectors': 6.67572021484375e-06, 'DLM_closest_matching_line': 0.0002529621124267578, 'DLM_Distribute_lines': 0.00028634071350097656, 'DLM_convolve': 0.09394311904907227, 'calc_line_broadening': 0.0981600284576416, 'calc_other_spectral_quan': 0.0010409355163574219, 'spectrum_calc_before_obj': 0.11295056343078613}",0,0.9.29,0.00235390663147,0.000979900360107,1.12056732177734E-05,0.001314640045166,4.02927398681641E-05,boltzmann,0.005618810653687,1,0.112950563430786,X,1,2832,boltzmann,2,5,0.01,0.01,2050,2080,2000,1970,cm-1,0.01,7002
104,20210721_Tvib300K_Trot300K_3.spec,0.000323534011841,1.16825103759766E-05,0.000266075134277,0.164631366729736,13000,300,296,300,300,0.000332832336426,0.000497102737427,cython,80,voigt,0.004425287246704,0.169882774353027,0.000521183013916,0.000973463058472,0.18,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626889622.83649,radis,2832,0,0,0,1,1,CO,CO_2000_2050_2832_voigt,simple,hapi,1,0.004177093505859,1000,"{'_check_line_databank': 0.00033283233642578125, 'reinitialize_1': 0.00033783912658691406, 'reinitialize_2': 1.1920928955078125e-05, 'reinitialize_3': 0.0011985301971435547, 'reinitialize_4': 3.552436828613281e-05, 'reinitialize': 0.0015892982482910156, 'scaled_eq_linestrength': 0.0035965442657470703, 'calc_lineshift': 0.0005211830139160156, 'calc_hwhm': 0.0044252872467041016, '_generate_wavenumber_arrays': 0.0004971027374267578, 'precompute_DLM_lineshapes': 0.004177093505859375, 'DLM_Initialized_vectors': 1.1682510375976562e-05, 'DLM_closest_matching_line': 0.00026607513427734375, 'DLM_Distribute_lines': 0.0003235340118408203, 'DLM_convolve': 0.16463136672973633, 'calc_line_broadening': 0.16988277435302734, 'calc_other_spectral_quan': 0.0009734630584716797, 'spectrum_calc_before_obj': 0.18187665939331055}",0,0.9.29,0.001589298248291,0.000337839126587,1.19209289550781E-05,0.001198530197144,3.55243682861328E-05,boltzmann,0.003596544265747,1,0.181876659393311,X,1,2832,boltzmann,2,5,0.01,0.01,2050,2090,2000,1960,cm-1,0.01,7002
105,20210721_Tvib300K_Trot300K_4.spec,0.000384330749512,1.28746032714844E-05,0.000272274017334,0.792439222335815,15000,300,296,300,300,0.000354290008545,0.00049090385437,cython,100,voigt,0.004602670669556,0.798902750015259,0.000708818435669,0.002281665802002,0.81,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626889623.8063,radis,2832,0,0,0,1,1,CO,CO_2000_2050_2832_voigt,simple,hapi,1,0.005549669265747,1000,"{'_check_line_databank': 0.0003542900085449219, 'reinitialize_1': 0.0003457069396972656, 'reinitialize_2': 1.1682510375976562e-05, 'reinitialize_3': 0.0011870861053466797, 'reinitialize_4': 3.504753112792969e-05, 'reinitialize': 0.001584768295288086, 'scaled_eq_linestrength': 0.004634380340576172, 'calc_lineshift': 0.0007088184356689453, 'calc_hwhm': 0.004602670669555664, '_generate_wavenumber_arrays': 0.0004909038543701172, 'precompute_DLM_lineshapes': 0.00554966926574707, 'DLM_Initialized_vectors': 1.2874603271484375e-05, 'DLM_closest_matching_line': 0.0002722740173339844, 'DLM_Distribute_lines': 0.00038433074951171875, 'DLM_convolve': 0.7924392223358154, 'calc_line_broadening': 0.7989027500152588, 'calc_other_spectral_quan': 0.002281665802001953, 'spectrum_calc_before_obj': 0.8136477470397949}",0,0.9.29,0.001584768295288,0.000345706939697,1.16825103759766E-05,0.001187086105347,3.50475311279297E-05,boltzmann,0.004634380340576,1,0.813647747039795,X,1,2832,boltzmann,2,5,0.01,0.01,2050,2100,2000,1950,cm-1,0.01,7002
106,20210721_Tvib300K_Trot300K_5.spec,0.000405550003052,9.29832458496094E-06,0.000284671783447,0.981848955154419,17000,300,296,300,300,0.000470876693726,0.000475883483887,cython,120,voigt,0.004397392272949,0.989206075668335,0.000521659851074,0.001622438430786,1,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,1E-06,1,"1,2,3,4,5,6",1626889624.96035,radis,2832,0,0,0,1,1,CO,CO_2000_2050_2832_voigt,simple,hapi,1,0.006396293640137,1000,"{'_check_line_databank': 0.00047087669372558594, 'reinitialize_1': 0.00036263465881347656, 'reinitialize_2': 1.1444091796875e-05, 'reinitialize_3': 0.0012450218200683594, 'reinitialize_4': 3.6716461181640625e-05, 'reinitialize': 0.0016620159149169922, 'scaled_eq_linestrength': 0.0036094188690185547, 'calc_lineshift': 0.0005216598510742188, 'calc_hwhm': 0.004397392272949219, '_generate_wavenumber_arrays': 0.00047588348388671875, 'precompute_DLM_lineshapes': 0.006396293640136719, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0002846717834472656, 'DLM_Distribute_lines': 0.0004055500030517578, 'DLM_convolve': 0.981848955154419, 'calc_line_broadening': 0.989206075668335, 'calc_other_spectral_quan': 0.0016224384307861328, 'spectrum_calc_before_obj': 1.0020270347595215}",0,0.9.29,0.001662015914917,0.000362634658813,1.1444091796875E-05,0.001245021820068,3.67164611816406E-05,boltzmann,0.003609418869019,1,1.00202703475952,X,1,2832,boltzmann,2,5,0.01,0.01,2050,2110,2000,1940,cm-1,0.01,7002
